Name,Version,Architecture,Description
unity-scope-devhelp,0.1+14.04.20140328-0ubuntu1,all,devhelp scope for Unity
unity-scope-firefoxbookmarks,0.1+13.10.20130809.1-0ubuntu1,all,Firefox bookmarks scope for Unity
unity-scope-gdrive,0.9+16.04.20151125-0ubuntu1,all,Google Drive scope for Unity
unity-scope-home,6.8.2+16.04.20160212.1-0ubuntu1,amd64,Home scope that aggregates results from multiple scopes
unity-scope-manpages,3.0+14.04.20140324-0ubuntu1,all,Manual pages scope for Unity
unity-scope-openclipart,0.1+13.10.20130723-0ubuntu1,all,OpenClipArt scope for Unity
unity-scope-texdoc,0.1+14.04.20140328-0ubuntu1,all,Texdoc scope for Unity
unity-scope-tomboy,0.1+13.10.20130723-0ubuntu1,all,Tomboy scope for Unity
unity-scope-video-remote,0.3.15+16.04.20160212.1-0ubuntu1,amd64,Remote videos engine
unity-scope-virtualbox,0.1+13.10.20130723-0ubuntu1,all,VirtualBox scope for Unity
unity-scope-yelp,0.1+13.10.20130723-0ubuntu1,all,Help scope for Unity
unity-scope-zotero,0.1+13.10.20130723-0ubuntu1,all,Zotero scope for Unity
unity-scopes-master-default,6.8.2+16.04.20160212.1-0ubuntu1,all,Home scope that aggregates results from multiple scopes
unity-scopes-runner,7.1.4+16.04.20180209.1-0ubuntu1,all,desktop runner for misceallenous scopes
unity-services,7.4.5+16.04.20180221-0ubuntu1,amd64,Services for the Unity interface
unity-settings-daemon,15.04.1+16.04.20160701-0ubuntu1,amd64,daemon handling the Unity session settings
unity-webapps-common,2.4.17+15.10.20150616-0ubuntu2,all,Unity WebApp integration scripts
unity-webapps-qml,0.1+16.04.20160114-0ubuntu1,amd64,Unity Webapps QML component
unity-webapps-service,2.5.0~+16.04.20160201-0ubuntu1,amd64,Service for Web Apps integration with the Unity desktop
uno-libs3,5.1.6~rc2-0ubuntu1~xenial3,amd64,LibreOffice UNO runtime environment -- public shared libraries
unzip,6.0-20ubuntu1,amd64,De-archiver for .zip files
update-inetd,4.43,all,inetd configuration file updater
update-manager,1:16.04.12,all,GNOME application that manages apt updates
update-manager-core,1:16.04.12,all,manage release upgrades
update-notifier,3.168.8,amd64,Daemon which notifies about package updates
update-notifier-common,3.168.8,all,Files shared between update-notifier and other packages
upower,0.99.4-2ubuntu0.3,amd64,abstraction for power management
upstart,1.13.2-0ubuntu21.1,amd64,event-based init daemon - essential binaries
ure,5.1.6~rc2-0ubuntu1~xenial3,amd64,LibreOffice UNO runtime environment
ureadahead,0.100.0-19,amd64,Read required files in advance
usb-creator-common,0.3.2,amd64,create a startup disk using a CD or disc image (common files)
usb-creator-gtk,0.3.2,amd64,create a startup disk using a CD or disc image (for GNOME)
usb-modeswitch,2.2.5+repack0-1ubuntu1,amd64,"mode switching tool for controlling ""flip flop"" USB devices"
usb-modeswitch-data,20151101-1,all,mode switching data for usb-modeswitch
usbmuxd,1.1.0-2,amd64,USB multiplexor daemon for iPhone and iPod Touch devices
usbutils,1:007-4,amd64,Linux USB utilities
util-linux,2.27.1-6ubuntu3.4,amd64,miscellaneous system utilities
uuid-runtime,2.27.1-6ubuntu3.4,amd64,runtime components for the Universally Unique ID library
vbetool,1.1-3,amd64,run real-mode video BIOS code to alter hardware state
vim,2:7.4.1689-3ubuntu1.2,amd64,Vi IMproved - enhanced vi editor
vim-common,2:7.4.1689-3ubuntu1.2,amd64,Vi IMproved - Common files
vim-runtime,2:7.4.1689-3ubuntu1.2,all,Vi IMproved - Runtime files
vim-tiny,2:7.4.1689-3ubuntu1.2,amd64,Vi IMproved - enhanced vi editor - compact version
vino,3.8.1-0ubuntu9.2,amd64,VNC server for GNOME
wamerican,7.1-1,all,American English dictionary words for /usr/share/dict
wbritish,7.1-1,all,British English dictionary words for /usr/share/dict
webapp-container,0.23+16.04.20161028-0ubuntu2,amd64,Ubuntu web applications container
webbrowser-app,0.23+16.04.20161028-0ubuntu2,amd64,Ubuntu web browser
wget,1.17.1-1ubuntu1.4,amd64,retrieves files from the web
whiptail,0.52.18-1ubuntu2,amd64,Displays user-friendly dialog boxes from shell scripts
whoopsie,0.2.52.5,amd64,Ubuntu error tracker submission
whoopsie-preferences,0.18,amd64,System preferences for error reporting
wireless-regdb,2015.07.20-1ubuntu1,all,wireless regulatory database
wireless-tools,30~pre9-8ubuntu1,amd64,Tools for manipulating Linux Wireless Extensions
wpasupplicant,2.4-0ubuntu6.2,amd64,client support for WPA and WPA2 (IEEE 802.11i)
x11-apps,7.7+5+nmu1ubuntu1,amd64,X applications
x11-common,1:7.7+13ubuntu3,all,X Window System (X.Org) infrastructure
x11-session-utils,7.7+2,amd64,X session utilities
x11-utils,7.7+3,amd64,X11 utilities
x11-xkb-utils,7.7+2,amd64,X11 XKB utilities
x11-xserver-utils,7.7+7,amd64,X server utilities
xauth,1:1.0.9-1ubuntu2,amd64,X authentication utility
xbitmaps,1.1.1-2,all,Base X bitmaps
xbrlapi,5.3.1-2ubuntu2.1,amd64,Access software for a blind person using a braille display - xbrlapi
xcursor-themes,1.0.4-1,all,Base X cursor themes
xdg-user-dirs,0.15-2ubuntu6.16.04.1,amd64,tool to manage well known user directories
xdg-user-dirs-gtk,0.10-1ubuntu1,amd64,tool to manage well known user directories (Gtk extension)
xdg-utils,1.1.1-1ubuntu1.16.04.1,all,desktop integration utilities from freedesktop.org
xdiagnose,3.8.4.1,all,X.org diagnosis tool
xfonts-base,1:1.0.4+nmu1,all,standard fonts for X
xfonts-encodings,1:1.0.4-2,all,Encodings for X.Org fonts
xfonts-scalable,1:1.0.3-1.1,all,scalable fonts for X
xfonts-utils,1:7.7+3ubuntu0.16.04.2,amd64,X Window System font utility programs
xinit,1.3.4-3ubuntu0.1,amd64,X server initialisation tool
xinput,1.6.2-1,amd64,Runtime configuration and test of XInput devices
xkb-data,2.16-1ubuntu1,all,X Keyboard Extension (XKB) configuration data
xml-core,0.13+nmu2,all,XML infrastructure and XML catalog file support
xorg,1:7.7+13ubuntu3,amd64,X.Org X Window System
xorg-docs-core,1:1.7.1-1ubuntu1,all,Core documentation for the X.org X Window System
xserver-common,2:1.18.4-0ubuntu0.7,all,common files used by various X servers
xserver-xorg-core-hwe-16.04,2:1.19.5-0ubuntu2~16.04.1,amd64,Xorg X server - core server
xserver-xorg-hwe-16.04,1:7.7+16ubuntu3~16.04.1,amd64,X.Org X server
xserver-xorg-input-all-hwe-16.04,1:7.7+16ubuntu3~16.04.1,amd64,X.Org X server -- input driver metapackage
xserver-xorg-input-evdev-hwe-16.04,1:2.10.5-1ubuntu1~16.04.1,amd64,X.Org X server -- evdev input driver
xserver-xorg-input-synaptics-hwe-16.04,1.9.0-1ubuntu1~16.04.1,amd64,Synaptics TouchPad driver for X.Org server
xserver-xorg-input-wacom-hwe-16.04,1:0.34.0-0ubuntu2~16.04.1,amd64,X.Org X server -- Wacom input driver
xserver-xorg-legacy-hwe-16.04,2:1.19.5-0ubuntu2~16.04.1,amd64,setuid root Xorg server wrapper
xserver-xorg-video-all-hwe-16.04,1:7.7+16ubuntu3~16.04.1,amd64,X.Org X server -- output driver metapackage
xserver-xorg-video-amdgpu-hwe-16.04,1.4.0-1~16.04.1,amd64,X.Org X server -- AMDGPU display driver
xserver-xorg-video-ati-hwe-16.04,1:7.10.0-1~16.04.1,amd64,X.Org X server -- AMD/ATI display driver wrapper
xserver-xorg-video-fbdev-hwe-16.04,1:0.4.4-1build6~16.04.1,amd64,X.Org X server -- fbdev display driver
xserver-xorg-video-intel-hwe-16.04,2:2.99.917+git20170309-0ubuntu1~16.04.1,amd64,"X.Org X server -- Intel i8xx, i9xx display driver"
xserver-xorg-video-nouveau-hwe-16.04,1:1.0.15-2~16.04.1,amd64,X.Org X server -- Nouveau display driver
xserver-xorg-video-qxl-hwe-16.04,0.1.5-2build1~16.04.1,amd64,X.Org X server -- QXL display driver
xserver-xorg-video-radeon-hwe-16.04,1:7.10.0-1~16.04.1,amd64,X.Org X server -- AMD/ATI Radeon display driver
xserver-xorg-video-vesa-hwe-16.04,1:2.3.4-1build3~16.04.1,amd64,X.Org X server -- VESA display driver
xserver-xorg-video-vmware-hwe-16.04,1:13.2.1-1build1~16.04.1,amd64,X.Org X server -- VMware display driver
xterm,322-1ubuntu1,amd64,X terminal emulator
xul-ext-ubufox,3.4-0ubuntu0.16.04.2,all,Ubuntu modifications for Firefox
xz-utils,5.1.1alpha+20120614-2ubuntu2,amd64,XZ-format compression utilities
yelp,3.18.1-1ubuntu4,amd64,Help browser for GNOME
yelp-xsl,3.18.1-1,all,XSL stylesheets for the yelp help browser
zeitgeist-core,0.9.16-0ubuntu4,amd64,event logging framework - engine
zeitgeist-datahub,0.9.16-0ubuntu4,amd64,event logging framework - passive logging daemon
zenity,3.18.1.1-1ubuntu2,amd64,Display graphical dialog boxes from shell scripts
zenity-common,3.18.1.1-1ubuntu2,all,Display graphical dialog boxes from shell scripts (common files)
zip,3.0-11,amd64,Archiver for .zip files
zlib1g:amd64,1:1.2.8.dfsg-2ubuntu4.1,amd64,compression library - runtime
